,Price,Installment,Description,Location,Bedroom,Bathroom,Carport,Land,Building
10764,"Rp 1,5 Miliar",Cicilan: 6 Jutaan per bulan,Rumah Paling Murah di Margacinta Buah Batu Bandung,"Buah Batu, Bandung",7,4,1,LT : 277 m²,LB : 244 m²
10765,"Rp 2,6 Miliar",Cicilan: 10 Jutaan per bulan,Rumah Murah Siap Huni Strategis Turangga Bandung,"Turangga, Bandung",5,4,1,LT : 209 m²,LB : 150 m²
10766,"Rp 8,3 Miliar",Cicilan: 33 Jutaan per bulan,Rumah Strategis Bisnis Pinggir Jl Sayap Riau Bandung ,"Riau, Bandung",7,4,3,LT : 280 m²,LB : 250 m²
10767,"Rp 4,29 Miliar",Cicilan: 17 Jutaan per bulan,Rumah Bagus Siap Huni Strategis Setra Sari Bandung,"Setra Sari, Bandung",4,5,1,LT : 198 m²,LB : 320 m²
10768,Rp 14 Miliar,Cicilan: 56 Jutaan per bulan,Rumah Strategis Cocok Buat Usaha Main Road Pajajaran Bandung,"Pajajaran, Bandung",8,3,2,LT : 468 m²,LB : 400 m²
10769,Rp 16 Miliar,Cicilan: 64 Jutaan per bulan,RUMAH MURAH LOKASI BAGUS DI SAYAP RIAU BANDUNG,"Riau, Bandung",12,5,2,LT : 625 m²,LB : 400 m²
10770,Rp 5 Miliar,Cicilan: 20 Jutaan per bulan,Rumah Murah Siap Huni di Setra Sari Kulon Bandung ,"Setra Sari, Bandung",3,2,3,LT : 415 m²,LB : 300 m²
10771,Rp 27 Miliar,Cicilan: 108 Jutaan per bulan,Rumah Luas Ada Taman di Sayap Riau (Area Coffee Shop),"Riau, Bandung",7,6,10,LT : 1035 m²,LB : 500 m²
10772,Rp 4 Miliar,Cicilan: 16 Jutaan per bulan,Rumah Murah Lokasi Terbaik di Turangga Bandung Kota,"Turangga, Bandung",5,4,2,LT : 300 m²,LB : 290 m²
10773,"Rp 2,85 Miliar",Cicilan: 11 Jutaan per bulan,Dijual Rumah SetraDuta Bagus dan jarang ada Baru,"Setra Duta, Bandung",3,3,1,LT : 95 m²,LB : 220 m²
10774,Rp 1 Miliar,Cicilan: 4 Jutaan per bulan,For sale!  Turun harga !Rumah dgn furnishednya  area arcamanik Rumah di Permata permai 2 Lantai SHM,"Arcamanik, Bandung",2,2,1,LT : 92 m²,LB : 115 m²
10775,"Rp 9,5 Miliar",Cicilan: 38 Jutaan per bulan,Dijual rumah maenroad sadangserang tubagus ismail,"Tubagus Ismail, Bandung",7,3,5,LT : 542 m²,LB : 228 m²
10776,Rp 4 Miliar,Cicilan: 16 Jutaan per bulan,Rumah Mainroad Strategis Pusat Kota Dekat Karapitan Burangrang Bandung,"Buah Batu, Bandung",3,4,1,LT : 240 m²,LB : 180 m²
10777,"Rp 2,49 Miliar",Cicilan: 9 Jutaan per bulan,Rumah Siap Huni Lokasi Strategis Turangga Lengkong Bandung,"Turangga, Bandung",4,3,1,LT : 140 m²,LB : 160 m²
10778,"Rp 1,6 Miliar",Cicilan: 6 Jutaan per bulan,Rumah Murah Lokasi Strategis Turangga Bandung Kota,"Turangga, Bandung",3,2,1,LT : 131 m²,LB : 200 m²
10779,"Rp 5,5 Miliar",Cicilan: 22 Jutaan per bulan,Dijual Rumah Sukajadi Bagus,"Sukajadi, Bandung",6,3,1,LT : 372 m²,LB : 720 m²
10780,Rp 5 Miliar,Cicilan: 20 Jutaan per bulan,"Dijual Kost Aktif di Coblong Bandung, dekat kampus ITB","Coblong, Bandung",16,16,0,LT : 253 m²,LB : 526 m²
10781,"Rp 1,7 Miliar",Cicilan: 6 Jutaan per bulan,"For sale! Turun harga! rumah sejuk, nyaman  bukan dlm komplek dan asri di dago pakar Rumah di Dago pakar timur 2 Lantai SHM Bagus","Dago, Bandung",3,2,0,LT : 302 m²,LB : 60 m²
10782,"Rp 2,7 Miliar",Cicilan: 10 Jutaan per bulan,"Rumah Adem Lingkungan Asri di Graha Puspa , Bandung","Bandung Kota, Bandung",3,2,0,LT : 620 m²,LB : 200 m²
10783,"Rp 2,8 Miliar",Cicilan: 11 Jutaan per bulan,Dijual Rumah Lux Furnished Di Perum Cigadung Hills,"Cigadung, Bandung",3,2,2,LT : 132 m²,LB : 180 m²
10784,"Rp 2,19 Miliar",Cicilan: 8 Jutaan per bulan,Jual Rumah Baru Lux Scandinavian Style Di Sayap Kembar Bkr,"BKR, Bandung",3,3,2,LT : 114 m²,LB : 123 m²
10785,Rp 635 Juta,Cicilan: 2 Jutaan per bulan,Dijual Rumah Kopo Katapang Bagus Siap Huni,"Kopo, Bandung",2,1,1,LT : 96 m²,LB : 53 m²
10786,"Rp 4,7 Miliar",Cicilan: 18 Jutaan per bulan,Dijual rumah singgasana bagus ,"Mekar Wangi, Bandung",3,3,1,LT : 298 m²,LB : 200 m²
10787,"Rp 4,5 Miliar",Cicilan: 18 Jutaan per bulan,Rumah Kota Baru Parahyangan 2 Lantai Bagus,"Kota Baru Parahyangan, Bandung",3,3,2,LT : 220 m²,LB : 133 m²
10788,"Rp 6,6 Miliar",Cicilan: 26 Jutaan per bulan,Cepat Villa Cantik View Gunung Di Perum Griya Asri Bandung,"Baleendah, Bandung",3,3,0,LT : 4000 m²,LB : 800 m²
10789,"Rp 2,1 Miliar",Cicilan: 8 Jutaan per bulan,Dijual Rumah Holis Bagus Sekali,"Holis Cigondewah, Bandung",3,3,2,LT : 190 m²,LB : 170 m²
10790,Rp 8 Miliar,Cicilan: 32 Jutaan per bulan,Dijual Rumah Hook Mewah 2 Lantai Di Mekarwngi,"Mekar Wangi, Bandung",5,4,2,LT : 400 m²,LB : 600 m²
10791,"Rp 1,37 Miliar",Cicilan: 5 Jutaan per bulan,Jual Rumah Bagus Perumahan Pasadena Bandung ,"Babakanciparay, Bandung",3,3,1,LT : 140 m²,LB : 230 m²
10792,Rp 1 Miliar,Cicilan: 4 Jutaan per bulan,Rumah Baru 2 Lantai Type Mezzanine Di Sayap Taman Kopo Indah 3,"Taman Kopo Indah, Bandung",2,2,0,LT : 60 m²,LB : 60 m²
10793,Rp 600 Juta,Cicilan: 2 Jutaan per bulan,Rumah minimalis super nyaman siap huni di Soekarno Hatta,"Soekarno Hatta, Bandung",1,1,0,LT : 54 m²,LB : 24 m²
10794,"Rp 1,2 Miliar",Cicilan: 4 Jutaan per bulan,RumahDekat Akses Pintu Tol Seroja,"Taman Kopo Indah, Bandung",4,2,1,LT : 199 m²,LB : 199 m²
10795,"Rp 1,77 Miliar",Cicilan: 7 Jutaan per bulan,"Rumah Baru Modern Minimalis di Komp Cipta Graha , Bandung","Gunung Batu, Bandung",3,3,0,LT : 153 m²,LB : 120 m²
10796,"Rp 1,35 Miliar",Cicilan: 5 Jutaan per bulan,/  Rumah Padalarang Estate,"Padalarang, Bandung",3,2,0,LT : 100 m²,LB : 100 m²
10797,"Rp 7,5 Miliar",Cicilan: 30 Jutaan per bulan,Rumah 2 Lantai Mewah Batununggal Sayap Soekarno Hatta ,"Batununggal, Bandung",6,4,2,LT : 390 m²,LB : 350 m²
10798,Rp 800 Juta,Cicilan: 3 Jutaan per bulan,Rumah Kos Kosan Dekat Kampus Widyatama Cikutra Bandung,"Cikutra, Bandung",3,2,0,LT : 132 m²,LB : 120 m²
10799,"Rp 2,6 Miliar",Cicilan: 10 Jutaan per bulan,Rumah Baru Siap Huni Dekat Jl Pahlawan Pusat Kota Bandung,"Cikutra, Bandung",4,3,2,LT : 170 m²,LB : 160 m²
10800,"Rp 7,2 Miliar",Cicilan: 28 Jutaan per bulan,Rumah Mewah Semi Furnish 3 Lantai Ciumbuleuit Sayap Cihampelas,"Ciumbuleuit, Bandung",4,3,0,LT : 164 m²,LB : 450 m²
10801,"Rp 2,7 Miliar",Cicilan: 10 Jutaan per bulan,Rumah Cantik Modern Langka Jarang Ada di Kota Baru Parahyangna,"Kota Baru Parahyangan, Bandung",3,1,0,LT : 162 m²,LB : 97 m²
10802,Rp 1 Miliar,Cicilan: 4 Jutaan per bulan,Dijual Cepat Rumah Mainroad Taman Kopo Katapang Kota Bandung,"Katapang, Bandung",2,2,1,LT : 120 m²,LB : 70 m²
10803,"Rp 1,7 Miliar",Cicilan: 6 Jutaan per bulan,"Lokasi Strategis Rumah 2,5 Lt. Semi Furnished di Cihanjuang, Cimahi Utara","Cihanjuang, Bandung",3,2,1,LT : 125 m²,LB : 140 m²
10804,Rp 980 Juta,Cicilan: 3 Jutaan per bulan,Rumah Murah Bagus Minimalis di Cihanjuang,"Cihanjuang, Bandung",2,1,1,LT : 132 m²,LB : 90 m²
10805,"Rp 1,1 Miliar",Cicilan: 4 Jutaan per bulan,"Rumah Asri Siap Pakai di jl Bina Asih Timur, Bandung","Rancasari, Bandung",4,3,0,LT : 118 m²,LB : 180 m²
10806,"Rp 1,55 Miliar",Cicilan: 6 Jutaan per bulan,Rumah Bagus Semi Frunished di Arcamanik Bandung,"Arcamanik, Bandung",4,2,2,LT : 120 m²,LB : 200 m²
10807,"Rp 13,9 Miliar",Cicilan: 55 Jutaan per bulan,Dijual rumah cocok untuk usaha di Cipunagara kota bandung,"Bandung Wetan, Bandung",5,3,2,LT : 409 m²,LB : 279 m²
10808,"Rp 4,3 Miliar",Cicilan: 17 Jutaan per bulan,Jual Batununggal Bagus,"Batununggal, Bandung",5,4,4,LT : 260 m²,LB : 260 m²
10809,"Rp 7,5 Miliar",Cicilan: 30 Jutaan per bulan,Rumah Minimalis Sangat Bagus Hadap Timur Sangat Bagus Mewah Dan Siap Huni Harga Masih Nego,"Turangga, Bandung",5,7,0,LT : 380 m²,LB : 500 m²
10810,Rp 15 Miliar,Cicilan: 60 Jutaan per bulan,Rumah 2 Lantai Area Setiabudi Bandung ,"Setiabudi, Bandung",3,3,2,LT : 911 m²,LB : 400 m²
10811,"Rp 1,3 Miliar",Cicilan: 5 Jutaan per bulan,"Rumah Tua di Mainroad Jendral Sudirman, Bandung","Sudirman, Bandung",3,2,1,LT : 95 m²,LB : 90 m²
10812,"Rp 2,9 Miliar",Cicilan: 11 Jutaan per bulan,Rumah Bagus Murah Jl Sulaksana Antapani ,"Antapani, Bandung",3,2,3,LT : 256 m²,LB : 230 m²
10813,"Rp 1,5 Miliar",Cicilan: 6 Jutaan per bulan, Dijual Rumah Minimalis 3 Lt Siap Huni Di Pesona Bali City View Residence ,"Geger Kalong, Bandung",4,3,2,LT : 120 m²,LB : 140 m²
10814,"Rp 1,3 Miliar",Cicilan: 5 Jutaan per bulan,Jual Rumah Bagus Gallery Kawaluyaan ,"Buah Batu, Bandung",3,2,2,LT : 100 m²,LB : 130 m²
10815,Rp 10 Miliar,Cicilan: 40 Jutaan per bulan,Dijual Cepat Rumah bonus Villa strategis dan Asri cocok buat Bisnis,"Bandung Kota, Bandung",3,3,5,LT : 40000 m²,LB : 800 m²
10816,"Rp 1,65 Miliar",Cicilan: 6 Jutaan per bulan,Dijual Rumah Tinggal Siap Huni Di Daerah Riung Bandung,"Gede Bage, Bandung",4,3,2,LT : 164 m²,LB : 200 m²
10817,"Rp 6,8 Miliar",Cicilan: 27 Jutaan per bulan,Murah Rumah Mewah Di Jl.kinanti Turangga Kota Bandung Strategis,"Turangga, Bandung",7,5,1,LT : 363 m²,LB : 550 m²
10818,"Rp 2,2 Miliar",Cicilan: 8 Jutaan per bulan,"di Jual Rumah di Komplek Kampung Padi, Sayap Dago, Kota Bandung","Tubagus Ismail, Bandung",3,3,1,LT : 144 m²,LB : 150 m²
10819,Rp 550 Juta,Cicilan: 2 Jutaan per bulan,Rumah Murah Minimalis Prima Sukamenak Indah,"Margahayu, Bandung",2,1,1,LT : 72 m²,LB : 45 m²
10820,"Rp 2,3 Miliar",Cicilan: 9 Jutaan per bulan,Rumah View Bagus di Sayap Dago*,"Sayap Dago, Bandung",2,2,2,LT : 342 m²,LB : 350 m²
10821,"Rp 1,65 Miliar",Cicilan: 6 Jutaan per bulan,Dijual Rumah Cantik Hook di Taman Kopo Katapang Bandung,"Katapang, Bandung",3,2,5,LT : 135 m²,LB : 88 m²
10822,"Rp 6,25 Miliar",Cicilan: 25 Jutaan per bulan,RUMAH LUX DI KOMPLEK JL.TERUSAN DR SUTAMI KOTA BANDUNG,"Setra Sari, Bandung",5,3,2,LT : 318 m²,LB : 330 m²
10823,Rp 27 Miliar,Cicilan: 108 Jutaan per bulan,Rumah Lux bergaya Klasik Eropa,"Cipaganti, Bandung",4,4,4,LT : 799 m²,LB : 800 m²
10824,Rp 52 Miliar,Cicilan: 208 Jutaan per bulan,Rumah Herritage Type C Di Jl RE Martadinata Kota Bandung,"Bandung Wetan, Bandung",5,3,0,LT : 1100 m²,LB : 250 m²
10825,"Rp 4,6 Miliar",Cicilan: 18 Jutaan per bulan,Rumah Di Sayap Cikutra,"Cikutra, Bandung",4,3,2,LT : 286 m²,LB : 235 m²
10826,Rp 42 Miliar,Cicilan: 168 Jutaan per bulan,"Rumah Mewah Cipaganti, Bandung Siap Huni","Cipaganti, Bandung",4,3,12,LT : 861 m²,LB : 800 m²
10827,Rp 3 Miliar,Cicilan: 12 Jutaan per bulan,Dijual Rumah Kota Baru Parahyangan Bagus,"Kota Baru Parahyangan, Bandung",4,2,2,LT : 136 m²,LB : 250 m²
10828,"Rp 1,85 Miliar",Cicilan: 7 Jutaan per bulan,Dijual Rumah Singgasana Bagus ,"Mekar Wangi, Bandung",3,2,1,LT : 102 m²,LB : 110 m²
10829,"Rp 6,5 Miliar",Cicilan: 26 Jutaan per bulan,Dijual Rumah Kota Baru Parahyangan bagus,"Kota Baru Parahyangan, Bandung",3,3,1,LT : 495 m²,LB : 450 m²
10830,"Rp 2,1 Miliar",Cicilan: 8 Jutaan per bulan,Summarecon Murah Rumah 2 Lantai Dekat Sekolah Al Azhar Bandung,"Summarecon Bandung, Bandung",4,2,1,LT : 105 m²,LB : 104 m²
10831,"Rp 1,93 Miliar",Cicilan: 7 Jutaan per bulan,Rumah di Kota Baru Parahyangan Tatar Wangsakerta,"Kota Baru Parahyangan, Bandung",2,2,1,LT : 126 m²,LB : 110 m²
10832,Rp 370 Juta,Cicilan: 1 Jutaan per bulan,Rumah Baru SHM di Jalan Ciwaru,"Cilengkrang, Bandung",2,1,1,LT : 101 m²,LB : 36 m²
10833,"Rp 1,4 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Antapani Sudah Renov Siap Huni,"Bandung Kota, Bandung",3,1,1,LT : 198 m²,LB : 60 m²
10834,"Rp 8,8 Miliar",Cicilan: 35 Jutaan per bulan,Rumah Dan Ruko di Jl Raya Soreang Kopo Bandung,"Kopo, Bandung",16,11,10,LT : 1095 m²,LB : 1000 m²
10835,"Rp 2,5 Miliar",Cicilan: 10 Jutaan per bulan,Jual Rumah Sayap Pajajaran Bandung,"Cicendo, Bandung",5,4,1,LT : 116 m²,LB : 300 m²
10836,"Rp 1,35 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Siap Huni di Taman holis Indah Bagus SHM Kota Bandung,"Holis Cigondewah, Bandung",3,2,0,LT : 137 m²,LB : 80 m²
10837,Rp 33 Miliar,Cicilan: 132 Jutaan per bulan,Rumah Klasik Strategis Ex Butik dan Cafe di Sayap Cipaganti,"Cipaganti, Bandung",7,5,0,LT : 925 m²,LB : 450 m²
10838,Rp 166 Juta,Cicilan: 664 Ribuan per bulan,Rmh Subsidi di Majalaya Baleendah Cicalengka Rancaekek Jtinangor ,"Majalaya, Bandung",2,1,1,LT : 60 m²,LB : 30 m²
10839,"Rp 1,75 Miliar",Cicilan: 7 Jutaan per bulan,Rumah Murah Kota Baru Parahyangan Tatar Wangsakerta,"Kota Baru Parahyangan, Bandung",3,1,2,LT : 126 m²,LB : 110 m²
10840,"Rp 2,6 Miliar",Cicilan: 10 Jutaan per bulan,Dijual rumah baru di KBP siap huni,"Kota Baru Parahyangan, Bandung",3,2,1,LT : 120 m²,LB : 94 m²
10841,"Rp 6,7 Miliar",Cicilan: 26 Jutaan per bulan,"Jual Rumah Bagus Di Setraria Cipedes Furnished 2,5 Lantai Dikelilingi Taman","Setra Sari, Bandung",6,6,0,LT : 387 m²,LB : 600 m²
10842,"Rp 1,3 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Estetik 2Lantai di Komplek Gegerkalong Permai Bandung Utara,"Geger Kalong, Bandung",3,3,0,LT : 125 m²,LB : 160 m²
10843,"Rp 6,13 Miliar",Cicilan: 24 Jutaan per bulan,Rumah Hitung Tanah Di Sukamulya Pasteur Hadap Timur,"Pasteur, Bandung",4,3,1,LT : 613 m²,LB : 700 m²
10844,"Rp 1,4 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Murah siap huni cocok untuk Usaha di Antapani Bandung ,"Antapani, Bandung",3,2,1,LT : 80 m²,LB : 160 m²
10845,"Rp 6,9 Miliar",Cicilan: 27 Jutaan per bulan,Rumah Full Furnished Di Jalan Cipaku Indah Kota Bandung,"Cidadap, Bandung",4,3,0,LT : 510 m²,LB : 400 m²
10846,"Rp 4,97 Miliar",Cicilan: 19 Jutaan per bulan,Rumah Cantik dan Nyaman di Setiabudi Bandung,"Setiabudi, Bandung",5,4,0,LT : 644 m²,LB : 555 m²
10847,Rp 600 Juta,Cicilan: 2 Jutaan per bulan,Cluster Adipura Gede Bage Soekarno Hatta ,"Gede Bage, Bandung",2,1,1,LT : 72 m²,LB : 50 m²
10848,"Rp 2,4 Miliar",Cicilan: 9 Jutaan per bulan,"Rumah Villa di Dago Dekat Itb Unpad Harga Mulai 2,4 M","Dago, Bandung",3,3,1,LT : 120 m²,LB : 146 m²
10849,"Rp 7,5 Miliar",Cicilan: 30 Jutaan per bulan,"Dijual rumah di babakan jeruk , siap huni ,furnish.","Pasteur, Bandung",5,3,1,LT : 455 m²,LB : 350 m²
10850,"Rp 1,6 Miliar",Cicilan: 6 Jutaan per bulan,Nego sampai deal.!Rumah Super luas Cihanjuang,"Cihanjuang, Bandung",4,4,6,LT : 415 m²,LB : 220 m²
10851,"Rp 2,2 Miliar",Cicilan: 8 Jutaan per bulan,Rumah Bersih 2 Lantai Siap Huni Di Cluster Mekarwangi Bandung,"Mekar Wangi, Bandung",3,2,0,LT : 101 m²,LB : 142 m²
10852,"Rp 2,5 Miliar",Cicilan: 10 Jutaan per bulan,Rumah 2 Lantai Di Komplek Perumaha Topin Di Kopo Regency,"Taman Kopo Indah, Bandung",5,5,0,LT : 128 m²,LB : 180 m²
10853,"Rp 1,8 Miliar",Cicilan: 7 Jutaan per bulan,Rumah Hitung Tanah Harga Murah Perumahan Elite di Cibabat Cimahi*,"Cimahi, Bandung",4,2,1,LT : 340 m²,LB : 220 m²
10854,"Rp 5,3 Miliar",Cicilan: 21 Jutaan per bulan,Rumah Siap Huni di Batununggal Indah Estate,"Batununggal, Bandung",4,3,2,LT : 374 m²,LB : 220 m²
10855,Rp 600 Juta,Cicilan: 2 Jutaan per bulan,Cepetan Dibeli Harga Keren Rumah Cantik Bumi Asri Regency Bandung,"Cijerah, Bandung",2,1,1,LT : 90 m²,LB : 60 m²
10856,Rp 6 Miliar,Cicilan: 24 Jutaan per bulan,Rumah Lama di Area Sukaluyu Pusat Kota Bandung,"Sukaluyu, Bandung",6,4,2,LT : 399 m²,LB : 300 m²
10857,"Rp 2,8 Miliar",Cicilan: 11 Jutaan per bulan,Rumah Hoek Minimalis Termurah! Kota Baru Parahyangan,"Kota Baru Parahyangan, Bandung",3,2,1,LT : 207 m²,LB : 110 m²
10858,"Rp 2,25 Miliar",Cicilan: 9 Jutaan per bulan,Harga Nego Rumah Lama Area Kembar Bkr Akses Tol Moh Toha Shm,"BKR, Bandung",3,2,2,LT : 287 m²,LB : 200 m²
10859,"Rp 1,9 Miliar",Cicilan: 7 Jutaan per bulan,Segera Miliki Rumah Cantik Di Cigadung Siap Huni,No Data,3,3,1,LT : 172 m²,LB : 188 m²
10860,"Rp 12,5 Miliar",Cicilan: 50 Jutaan per bulan,Dijual Rumah Mewah Lokasi Strategis di Komp.sukaluyu Bandung,"Sukaluyu, Bandung",7,5,2,LT : 515 m²,LB : 700 m²
10861,Rp 600 Juta,Cicilan: 2 Jutaan per bulan,Rumah Murah Bagus Untuk Invest Strategis di Gang Cigadung Bandung,"Cigadung, Bandung",4,2,0,LT : 101 m²,LB : 65 m²
10862,Rp 15 Miliar,Cicilan: 60 Jutaan per bulan,Rumah dijual di Ciumbuluit Bandung,"Ciumbuleuit, Bandung",3,3,2,LT : 536 m²,LB : 400 m²
10863,"Rp 6,5 Miliar",Cicilan: 26 Jutaan per bulan,Rumah Homy Nice View Full Furnish di Cluster Budi Indah Bandung,"Setiabudi, Bandung",3,2,0,LT : 450 m²,LB : 300 m²
10864,"Rp 2,4 Miliar",Cicilan: 9 Jutaan per bulan,Rumah Baru 2 Lantai di Jalan Cijagra Buah Batu kota Bandung,"Cijagra, Bandung",4,3,2,LT : 120 m²,LB : 100 m²
10865,"Rp 2,2 Miliar",Cicilan: 8 Jutaan per bulan,RUMAH 2 LANTAI DI SAYAP BUAH BATU,"Buah Batu, Bandung",10,4,0,LT : 135 m²,LB : 120 m²
10866,"Rp 2,3 Miliar",Cicilan: 9 Jutaan per bulan,PAS BANGET BUAT KAMU RUMAH TENGAH KOTA DEKAT TOL PASIR KOJA BANDUNG,"Soekarno Hatta, Bandung",3,2,1,LT : 163 m²,LB : 140 m²
10867,Rp 575 Juta,Cicilan: 2 Jutaan per bulan,Rumah Cantik Siap Huni Selangkah ke Tol Cileunyi,"Cileunyi, Bandung",2,1,2,LT : 108 m²,LB : 55 m²
10868,"Rp 3,2 Miliar",Cicilan: 12 Jutaan per bulan,Jarang ada ! Rumah Modern (sayap pasteur) bandung utara 3M-an LT205/LB260 KT4+1/KM3+1 dekat univ. MARANATHA,"Pasteur, Bandung",4,3,2,LT : 205 m²,LB : 260 m²
10869,Rp 625 Juta,Cicilan: 2 Jutaan per bulan,"Rumah Hitung Tanah SHM di Taman Kopo Indah, Bandung","Taman Kopo Indah, Bandung",2,1,1,LT : 102 m²,LB : 80 m²
10870,Rp 28 Miliar,Cicilan: 112 Jutaan per bulan,Rumah Minimalis Modern Di Tengah Kota,"Cipaganti, Bandung",5,4,7,LT : 830 m²,LB : 812 m²
10871,"Rp 1,8 Miliar",Cicilan: 7 Jutaan per bulan,Jual Rumah Murah Sayap Burangrang Bandung,"Lengkong, Bandung",3,2,1,LT : 269 m²,LB : 140 m²
10872,"Rp 1,6 Miliar",Cicilan: 6 Jutaan per bulan,Rumah Villa Baru Murah 2 Lantai di dekat Wisata Punclut Bandung,"Ciumbuleuit, Bandung",3,4,0,LT : 95 m²,LB : 280 m²
10873,"Rp 6,5 Miliar",Cicilan: 26 Jutaan per bulan,Rumah Baru Siap Huni Gratis Furniture Di SetraDuta Kota Bandung Setra Duta,"Setra Duta, Bandung",4,3,1,LT : 269 m²,LB : 345 m²
10874,Rp 2 Miliar,Cicilan: 8 Jutaan per bulan,Rumah Lama Terawat Lokasi Strategis Komplek Ujung Berung Indah,"Ujungberung, Bandung",3,2,0,LT : 355 m²,LB : 190 m²
10875,"Rp 5,2 Miliar",Cicilan: 20 Jutaan per bulan,Rumah Terawat Citra Green Garden Cikutra,"Cikutra, Bandung",4,4,0,LT : 401 m²,LB : 350 m²
10876,"Rp 4,5 Miliar",Cicilan: 18 Jutaan per bulan,Jual rumah & ruang usaha di Babakan Jeruk dekat tol Pasteur ,"Surya Sumantri, Bandung",10,7,3,LT : 421 m²,LB : 160 m²
10877,Rp 15 Miliar,Cicilan: 60 Jutaan per bulan,Rumah Mewah Kolam Renang & Furnish di Hegarmanah Bandung Utara,"Hegarmanah, Bandung",4,3,4,LT : 800 m²,LB : 200 m²
10878,Rp 850 Juta,Cicilan: 3 Jutaan per bulan,"Dijual Rumah Minimalis Siap Huni
dalam Cluster, Culdesac
di Cisaranten Kulon, Arcamanik
","Arcamanik, Bandung",4,1,1,LT : 120 m²,LB : 80 m²
10879,Rp 995 Juta,Cicilan: 3 Jutaan per bulan,Dijual Cepat Banting Hrg Rumah Di Komplek Griya Bukit Mas Bandung ,"Cikutra, Bandung",4,2,1,LT : 113 m²,LB : 98 m²
10880,"Rp 1,55 Miliar",Cicilan: 6 Jutaan per bulan,"Dijual Rumah Minimalis Modern Di Puri Dago Antapani
bandung ","Antapani, Bandung",4,2,1,LT : 105 m²,LB : 125 m²
10881,Rp 795 Juta,Cicilan: 3 Jutaan per bulan,Di Jual Rumah Siap Huni Di Cisaranten Arcamanik Dekat Sport Jabar,"Arcamanik, Bandung",4,3,1,LT : 118 m²,LB : 150 m²
10882,"Rp 2,19 Miliar",Cicilan: 8 Jutaan per bulan,"Jual Nego Rumah Baru Scandinavian Style Di Sayap Kembar - Bkr Dgn Kualitas Lux Namun Harga Terjangkau
","BKR, Bandung",3,3,2,LT : 114 m²,LB : 123 m²
10883,"Rp 1,99 Miliar",Cicilan: 7 Jutaan per bulan,Rumah Bagus Dakota,"Pasteur, Bandung",4,2,2,LT : 102 m²,LB : 123 m²
10884,"Rp 2,7 Miliar",Cicilan: 10 Jutaan per bulan,Rumah Mewah 3 Lantai Semi Furnish di Margacinta Buah Batu Bandung,"Buah Batu, Bandung",7,4,2,LT : 244 m²,LB : 365 m²
10885,"Rp 1,98 Miliar",Cicilan: 7 Jutaan per bulan,Sangat Murah Di Cluster Tarubhawana Kota Baru Parahyangan,"Kota Baru Parahyangan, Bandung",3,2,1,LT : 120 m²,LB : 94 m²
10886,"Rp 2,2 Miliar",Cicilan: 8 Jutaan per bulan,Rumah Siap Huni Gunung Batu,"Gunung Batu, Bandung",5,3,1,LT : 265 m²,LB : 156 m²
10887,Rp 280 Juta,Cicilan: 1 Jutaan per bulan,Hunian Asri Daerah Kabupaten Dekat Pemkab Bandung,"Katapang, Bandung",2,1,1,LT : 60 m²,LB : 40 m²
10888,"Rp 1,3 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Siap Huni di Cluster Padmagriya Podomoro Park Buah Batu Bandung*,"Podomoro Park Bandung, Bandung",2,1,0,LT : 66 m²,LB : 36 m²
10889,Rp 950 Juta,Cicilan: 3 Jutaan per bulan,Siap Dipinang Rumah Bagus Taman Cibaduyut Indah Bandung,"Cibaduyut, Bandung",2,1,1,LT : 110 m²,LB : 50 m²
10890,"Rp 4,5 Miliar",Cicilan: 18 Jutaan per bulan,Rumah Istimewa Semi Furnished Singgasana Pradana,"Singgasana, Bandung",3,2,1,LT : 240 m²,LB : 180 m²
10891,Rp 320 Juta,Cicilan: 1 Jutaan per bulan,Rumah Full Spek Di Soreang Free Cannopy Dan Pagar ,"Taman Kopo Indah, Bandung",2,1,1,LT : 70 m²,LB : 45 m²
10892,Rp 450 Juta,Cicilan: 1 Jutaan per bulan,Rumah Kost Murah Aktif Strategis di Dago Pusat Kota Bandung,"Dago, Bandung",6,2,0,LT : 53 m²,LB : 80 m²
10893,"Rp 2,5 Miliar",Cicilan: 10 Jutaan per bulan,RUMAH BARU DI CIGADUNG,"Cibeunying, Bandung",4,3,0,LT : 123 m²,LB : 197 m²
10894,"Rp 4,5 Miliar",Cicilan: 18 Jutaan per bulan,"Rumah Mewah Full Furnish di Kembar Mas , Bandung","Regol, Bandung",4,3,1,LT : 300 m²,LB : 250 m²
10895,"Rp 5,5 Miliar",Cicilan: 22 Jutaan per bulan,Rumah Dijual Sangat Cozy Full Furnish di Area Setra Duta Bandung,"Setra Duta, Bandung",4,3,0,LT : 167 m²,LB : 218 m²
10896,"Rp 5,5 Miliar",Cicilan: 22 Jutaan per bulan,"Rumah Dijual Bagus 2 Lantai di Batununggal Molek, Bandung","Batununggal, Bandung",4,3,1,LT : 300 m²,LB : 250 m²
